birth_date,player_id,Player
10/5/1998,344,L. Shenault
1/24/1994,335,L. Carroo
4/19/1998,339,L. Humphrey
5/11/1987,342,L. Murphy
6/2/1992,346,L. Whitehead
9/16/1993,363,M. Hollins
7/20/1992,371,M. Mitchell
9/8/1981,386,Ma. Floyd
1/30/1996,378,M. Turner
5/2/1987,369,M. Mariani
9/16/1994,347,M. Ateman
8/5/1994,365,M. Johnson
2/7/1991,381,M. Wheaton
11/25/1991,367,M. Lee
6/5/1983,354,M. Colston
9/14/1992,385,M. Wilson
3/27/1998,351,M. Callaway
10/10/1994,379,M. Valdes-Scantling
6/4/1997,389,Mar. Brown
11/19/1990,359,M. Goodwin
12/20/1991,350,M. Bryant
4/10/1993,360,M. Hall
3/12/1990,366,M. Jones
11/11/1992,362,M. Harris
3/12/1998,361,M. Hardman
1/25/1991,352,M. Campanaro
10/26/1995,353,M. Clark
9/14/1987,355,M. Crabtree
11/27/1989,390,Mi. Floyd
3/4/1996,358,M. Gallup
10/5/1997,374,M. Pittman
3/3/1993,392,Mic. Thomas
8/21/1993,356,M. Evans
8/16/1994,393,Mik. Thomas
8/1/1986,380,M. Wallace
10/4/1994,391,Mi. Williams
6/30/1984,348,M. Austin
10/12/1996,349,M. Boykin
8/22/1989,375,M. Sanu
3/30/1990,382,M. White
12/17/1997,398,N. Harry
5/24/1993,394,N. Agholor
11/4/1988,399,N. Toon
3/21/1997,401,N. Westbrook-Ikhine
11/23/1990,402,N. Williams
1/6/1996,395,N. Brown
11/5/1992,403,O. Beckham
3/17/1997,404,O. Johnson
7/23/1997,405,O. Zaccheaus
7/16/1997,406,P. Campbell
4/13/1992,414,P. Richardson
5/10/1993,415,P. Turner
7/5/1996,411,P. Hart
5/28/1988,412,P. Harvin
3/7/1995,407,P. Cooper
1/5/1993,408,P. Dorsett
8/8/1986,410,P. Garcon
2/13/1987,413,P. Parker
3/27/1997,416,P. Williams
6/9/1998,420,Q. Watkins
5/31/1992,418,Q. Enunwa
4/1/1998,417,Q. Cephus
8/22/1990,425,R. Cobb
9/23/1992,430,R. Greene
2/2/1990,443,R. Ross
10/7/1994,432,R. Higgins
10/15/1996,438,R. McCloud
5/21/1986,435,R. Lockette
3/23/1994,436,R. Louis
9/5/1995,433,R. James
9/9/1987,426,R. Cooper
10/12/1989,437,R. Matthews
5/9/1993,421,R. Anderson
5/7/1994,427,R. Foster
4/10/1992,450,R. Woods
2/9/1988,445,R. Streater
11/2/1981,449,R. White
11/27/1993,434,R. Lewis
5/7/1991,442,R. Randle
1/22/1996,428,R. Gage
9/17/1990,444,R. Shepard
12/19/1990,429,R. Grant
11/4/1994,446,R. Switzer
3/31/1993,455,S. Coates
6/14/1993,467,S. Watkins
7/31/1997,460,S. Miller
8/21/1994,452,S. Bailey
2/22/1991,464,S. Roberts
6/12/1987,451,S. Ajirotutu
5/12/1993,457,S. Hill
9/7/1996,461,S. Morgan
11/29/1993,456,S. Diggs
2/10/1993,465,S. Shepard
7/22/1986,459,S. Johnson
5/12/1979,469,St. Smith
3/31/1997,466,S. Sims
7/19/1992,501,T.J. Jones
11/14/1989,484,T. Hilton
12/23/1994,497,T. Sharpe
1/26/1993,490,T. McEvoy
7/14/1990,485,T. King
3/15/1990,470,T. Austin
2/17/1991,480,T. Gabriel
3/2/1995,504,Ta. Taylor
4/12/1985,481,T. Ginn
1/18/1999,483,T. Higgins
9/18/1989,506,Te. Williams
6/20/1989,494,T. Pryor
9/15/1995,491,T. McLaurin
12/26/1992,505,Te. Jones
11/23/1993,493,T. Patrick
10/24/1992,486,T. Lewis
1/26/1989,507,To. Smith
12/29/1989,471,T. Benjamin
9/13/1995,479,T. Fulgham
9/15/1995,496,T. Rudolph
12/1/1992,489,T. McBride
1/7/1996,508,Tr. Smith
2/26/1996,498,T. Sherfield
4/30/1994,509,Tr. Taylor
7/4/1993,477,T. Davis
7/27/1989,482,T. Graham
12/7/1995,495,T. Quinn
1/16/1997,472,T. Benson
1/22/1993,492,T. Montgomery
11/15/1994,473,T. Boyd
8/25/1998,512,Tyl. Johnson
9/28/1992,487,T. Lockett
3/1/1994,510,Ty. Hill
2/12/1992,511,Ty. Williams
1/8/1996,513,Tyr. Johnson
7/26/1996,517,V. Jefferson
11/11/1986,515,V. Cruz
1/25/1989,514,V. Brown
1/14/1983,516,V. Jackson
6/9/1996,518,V. Smith
11/23/1991,520,W. Powell
5/1/1981,522,W. Welker
4/16/1994,519,W. Fuller
10/17/1992,521,W. Snead
12/18/1994,524,Z. Pascal
3/30/1995,523,Z. Jones
9/8/1989,2,A. Binns
4/15/1985,5,A. Caldwell
11/11/1985,8,A. Collie
9/30/1989,21,A. Jenkins
2/8/1989,28,A. Pettis
8/24/1993,30,A. Robinson
3/17/1987,31,A. Sanders
9/5/2000,32,A. Schwartz
10/24/1999,33,A. St. Brown
7/5/1981,56,B. Lloyd
6/27/1997,64,B. Skowronek
12/10/1998,65,B. Smith
6/23/1976,66,B. Stokley
11/4/1987,70,B. Walters
3/25/1993,73,B.Zylstra
6/13/1986,86,C. Gates
12/6/1989,87,C. Givens
3/17/1991,103,C. Patterson
11/7/1985,108,C. Schilens
12/5/1993,114,C.Grayson
8/9/1991,120,D. Archer
5/23/1984,121,D. Aromashodu
6/12/1984,122,D. Avery
9/13/1985,125,D. Bess
7/18/1979,127,D. Branch
2/2/1975,136,D. Driver
3/23/1997,139,D. Eskridge
5/21/1994,140,D. Funchess
9/21/1984,142,D. Hagan
3/26/1982,145,D. Henderson
10/8/1984,148,D. Hixon
2/19/1999,154,D. Jones
6/23/1999,157,D. Milne
11/7/1986,161,D. Nelson
10/13/1988,170,D. Sanzenbacher
9/2/1988,178,D. Wylie
2/22/1991,181,Dar. Johnson
4/14/1997,186,DJ. Moore
2/15/1969,188,E. Bennett
10/28/1985,190,E. Doucet
9/2/1994,191,E. Engram
3/27/2000,192,E. Moore
10/9/1993,204,G. Kittle
8/25/1988,207,G. Salas
12/31/1996,220,J. Arcega-Whiteside
8/10/1989,222,J. Baldwin
11/4/1989,226,J. Boykin
3/1/2000,229,J. Chase
6/17/1994,230,J. Cooper
6/9/1983,232,J. Cribbs
12/12/1989,233,J. Criner
1/14/1999,235,J. Darden
7/27/1987,238,J. Ford
12/1/1980,239,J. Gaffney
12/27/1988,244,J. Hemingway
6/16/1999,251,J. Jefferson
6/14/1989,253,J. Jernigan
7/16/1992,263,J. Matthews
11/5/1987,266,J. Newsome
9/22/1999,268,J. Palmer
12/23/1985,273,J. Shipley
2/4/1986,274,J. Simpson
11/25/1998,278,J. Waddle
11/14/1986,295,Jo. Webb
6/20/1985,297,Jos. Morgan
3/10/1991,298,Ju. Brown
3/17/1988,309,K. Durham
12/21/1988,310,K. Elliott
6/6/1992,320,K. Mumphery
8/5/1987,322,K. Ogletree
4/30/1994,326,K. Taylor
1/27/1999,328,K. Toney
8/4/1981,329,K. Walter
10/14/1997,333,L. Bowden
3/15/1989,334,L. Brazill
1/30/1989,337,L. Hankerson
7/12/1986,338,L. Hawkins
2/5/1988,340,L. Jean
5/20/1985,343,L. Robinson
11/27/1989,357,M. Floyd
6/18/1982,364,M. Jenkins
5/25/1986,368,M. Manningham
11/24/1986,370,M. Massaquoi
9/3/1987,372,M. Moore
4/19/1997,373,M. Perry
1/31/1983,376,M. Spurlock
3/3/1993,377,M. Thomas
10/4/1994,383,M. Williams
4/13/1984,384,M. Willis
5/23/1995,387,Ma. Moore
4/22/1991,388,Mal. Brown
8/19/1981,396,N. Burleson
3/19/1999,397,N. Collins
8/28/1983,400,N. Washington
10/25/1988,409,P. Edwards
8/9/1990,419,Q. Patton
1/1/1986,422,R. Barden
11/29/1999,423,R. Bateman
4/9/1988,424,R. Broyles
6/2/1992,431,R. Herron
9/28/1984,439,R. Meachem
6/9/2000,440,R. Moore
2/13/1977,441,R. Moss
11/17/1978,447,R. Wayne
6/26/1989,448,R. Whalen
8/20/1983,453,S. Breaston
12/11/1989,454,S. Burton
3/4/1984,458,S. Holmes
12/28/1983,462,S. Moss
9/1/1986,463,S. Rice
10/26/1998,468,Sh. Smith
10/29/1991,474,T. Burton
10/11/1988,475,T. Clemons
3/12/1982,476,T. Copper
9/22/1989,478,T. Doss
6/9/2000,488,T. Marshall
2/17/1987,499,T. Underwood
8/21/1989,500,T. Young
7/29/1996,502,T.Kennedy
8/23/1990,503,Ta. Hill
